CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Rating,Year,Contract_Type
S5593,PDP,HM Health Insurance Company,HM HEALTH INSURANCE COMPANY,Highmark,3.5,2014,PART D
S5596,PDP,Blue MedicareRx,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",3.5,2014,PART D
S5601,PDP,SilverScript,SILVERSCRIPT INSURANCE COMPANY,CVS Caremark Corporation,2.5,2014,PART D
S5609,PDP,Asuris Northwest Health,ASURIS NORTHWEST HEALTH,"Cambia Health Solutions, Inc.",4,2014,PART D
S5617,PDP,Cigna Medicare Rx,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,CIGNA,3,2014,PART D
S5660,PDP,Express Scripts Medicare,MEDCO CONTAINMENT LIFE INSURANCE COMPANY,Express Scripts Holding Company,3.5,2014,PART D
S5670,PDP,First Health Part D,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,3.5,2014,PART D
S5674,PDP,First Health Part D,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Aetna Inc.,4,2014,PART D
S5715,PDP,"HISC - Blue Cross Blue Shield of IL, NM, OK, TX",HCSC INSURANCE SERVICES COMPANY,Health Care Service Corporation,4,2014,PART D
S5726,PDP,Blue MedicareRx,BLUE CROSS AND BLUE SHIELD OF KANSAS,Blue Cross Blue Shield of Kansas,4,2014,PART D
S5743,PDP,MedicareBlue Rx,"WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY","BCBS MN, MT, NE, ND, WY, Wellmark IA and SD",4,2014,PART D
S5753,PDP,WPS Health Insurance,WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION,Wisconsin Physicians Service Ins Corporation.,4.5,2014,PART D
S5755,PDP,United American Insurance Company,UNITED AMERICAN INSURANCE COMPANY,Torchmark Corporation,2.5,2014,PART D
S5766,PDP,Medi-CareFirst BlueCross BlueShield,"FIRST CARE, INC.","CareFirst, Inc.",3.5,2014,PART D
S5768,PDP,First Health Part D,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Aetna Inc.,3.5,2014,PART D
S5775,PDP,PICA,PHARMACY INSURANCE CORPORATION OF AMERICA,Pharmacy Insurance Corporation of America,2.5,2014,PART D
S5795,PDP,ARKANSAS BLUE CROSS AND BLUE SHIELD,USABLE MUTUAL INSURANCE COMPANY,USAble Mutual Insurance Company,3.5,2014,PART D
S5805,PDP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,"UnitedHealth Group, Inc.",3,2014,PART D
S5810,PDP,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Aetna Inc.,3,2014,PART D
S5820,PDP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,2014,PART D
S5840,PDP,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.",2.5,2014,PART D
S5857,PDP,Priority Health Medicare,PRIORITY HEALTH INSURANCE COMPANY,Spectrum Health System,4,2014,PART D
S5877,PDP,EMI Health,EDUCATORS MUTUAL INSURANCE ASSOCIATION,Educators Mutual Insurance Association,3.5,2014,PART D
S5884,PDP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,3.5,2014,PART D
S5904,PDP,Florida Blue,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Blue Cross and Blue Shield of Florida,3,2014,PART D
S5907,PDP,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",Triple-S Management Corporation,2.5,2014,PART D
S5916,PDP,Regence BlueShield of Idaho and Regence BCBS Utah,REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH,"Cambia Health Solutions, Inc.",3.5,2014,PART D
S5921,PDP,UnitedHealthcare,UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY,"UnitedHealth Group, Inc.",3.5,2014,PART D
S5932,PDP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,2.5,2014,PART D
S5953,PDP,Blue Cross Blue Shield of South Carolina,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,BlueCross BlueShield of South Carolina (BCBSSC),3,2014,PART D
S5960,PDP,UniCare,UNICARE LIFE & HEALTH INSURANCE COMPANY,"WellPoint, Inc.",2.5,2014,PART D
S5966,PDP,EmblemHealth Medicare PDP,GROUP HEALTH INCORPORATED,"EmblemHealth, Inc.",4.5,2014,PART D
S5967,PDP,WellCare,"WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare Health Plans, Inc.",3,2014,PART D
S5975,PDP,"MODA HEALTH PLAN, INC.","MODA HEALTH PLAN, INC.","Health Services Group, Inc.",4.5,2014,PART D
S5983,PDP,Express Scripts Medicare,MEDCO CONTAINMENT INSURANCE COMPANY OF NEW YORK,Express Scripts Holding Company,3,2014,PART D
S5993,PDP,"Horizon Blue Cross Blue Shield of New Jersey, Inc.",HORIZON HEALTHCARE SERVICES,"Horizon Healthcare Services, Inc.",4,2014,PART D
S6506,PDP,Blue Cross and Blue Shield of Arizona,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross Blue Shield of Arizona,3.5,2014,PART D
S6875,PDP,Select Option,QCC INSURANCE COMPANY,Independence Blue Cross,4,2014,PART D
S7694,PDP,EnvisionRx Plus,ENVISION INSURANCE COMPANY,"Envision Pharmaceutical Holdings, Inc.",2.5,2014,PART D
S7950,PDP,Express Scripts Medicare,EXPRESS SCRIPTS INSURANCE CO.,Express Scripts Holding Company,4.5,2014,PART D
S8067,PDP,Avalon Insurance Company,AVALON INSURANCE COMPANY,Capital BlueCross,3.5,2014,PART D
S8841,PDP,"Catamaran Insurance of Ohio, Inc.","CATAMARAN INSURANCE OF OHIO, INC.",Catamaran Corporation,5,2014,PART D
S9579,PDP,Stonebridge Life Insurance Company,STONEBRIDGE LIFE INSURANCE COMPANY,Aegon N.V.,4,2014,PART D
E0654,Employer/Union Only Direct Contract PDP,IBT VOLUNTARY EMPLOYEE BENEFITS TRUST,TEAMStar Medicare Part D Prescription Drug Program,IBT Voluntary Employee Benefits Trust,4,2015,PART D
E2630,Employer/Union Only Direct Contract PDP,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,C and O Employees Hospital Association,C & O Employees' Hospital Association,4,2015,PART D
E3014,Employer/Union Only Direct Contract PDP,PSERS HOP PROGRAM,Pennsylvania Public School Employees Retirement Sy,Commonwealth of PA Pub Schools Retirement System,4.5,2015,PART D
E4744,Employer/Union Only Direct Contract PDP,MODOT/MSHP MEDICAL AND LIFE INSURANCE PLAN,MISSOURI DEPARTMENT OF TRANSPORTATION,Missouri Highways and Transportation Commission,4,2015,PART D
E7316,Employer/Union Only Direct Contract PDP,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,Union Pacific Railroad  Employes Health Systems,Union Pacific Railroad Employes Health Systems,3,2015,PART D
E7848,Employer/Union Only Direct Contract PDP,OMES EMPLOYEES GROUP INSURANCE DIVISION,HealthChoice,State of Oklahoma,4,2015,PART D
H0141,Local CCP,"MCLAREN HEALTH PLAN, INC.",McLarenAdvantage,McLaren Health Care Corporation,2.5,2015,PART D
H0319,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,PART D
H0490,Local CCP,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",2.5,2015,PART D
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,3.5,2015,PART D
H0901,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,2015,PART D
H1291,PFFS,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,3.5,2015,PART D
H1419,Local CCP,"AETNA HEALTH,  INC. (PA)",Aetna Medicare,Aetna Inc.,3,2015,PART D
H1537,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",4,2015,PART D
H1666,Local CCP,HCSC INSURANCE SERVICES COMPANY,Blue Cross Blue Shield of Texas,Health Care Service Corporation,3,2015,PART D
H1777,Local CCP,"CATHOLIC SPECIAL NEEDS PLAN, LLC",ArchCare Advantage,Catholic Health Care System,3.5,2015,PART D
H1846,Local CCP,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,CHE Trinity Health,4,2015,PART D
H2034,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",3.5,2015,PART D
H2161,Local CCP,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan,Marquette General Hospital,2.5,2015,PART D
H2241,Local CCP,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,Golden State Medicare Health Plan,3.5,2015,PART D
H2323,Local CCP,FIDELIS SECURECARE OF MICHIGAN,Fidelis SecureCare Of Michigan,"Fidelis SeniorCare, Inc.",2.5,2015,PART D
H2417,Local CCP,ITASCA MEDICAL CARE,Itasca Medical Care/IMCare Classic,Itasca County Health & Human Services,4,2015,PART D
H2676,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3.5,2015,PART D
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",3.5,2015,PART D
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,PART D
H3132,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,3.5,2015,PART D
H3533,Local CCP,"HUMANA HEALTH COMPANY OF NEW YORK, INC.","Humana Health Company of New York, Inc.",Humana Inc.,3.5,2015,PART D
H4227,Local CCP,"VISTA HEALTH PLAN, INC.","Vista Health Plan, Inc.",Independence Blue Cross,3,2015,PART D
H4738,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",3,2015,PART D
H4910,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,2015,PART D
H5141,Local CCP,CAREPOINT INSURANCE COMPANY,CarePoint Health Plans,IJKG Opco LLC,3,2015,PART D
H5207,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",3.5,2015,PART D
H5475,Local CCP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",2,2015,PART D
H5685,Local CCP,"HAP MIDWEST HEALTH PLAN, INC.",HAP Midwest Advantage,Henry Ford Health System,2.5,2015,PART D
H5703,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,4,2015,PART D
H5832,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,2015,PART D
H5852,Local CCP,AIDS HEALTHCARE FOUNDATION,AHF,AIDS Healthcare Foundation,3,2015,PART D
H5943,Local CCP,SCAN HEALTH PLAN,VillageHealth,SCAN Health Plan,2,2015,PART D
H5989,Local CCP,"CENTERLIGHT HEALTHCARE, INC.","CenterLight Healthcare, Inc.","CenterLight Health System, Inc.",4,2015,PART D
H6786,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4.5,2015,PART D
H6864,Local CCP,"GUILDNET, INC.",GuildNet,Lighthouse Guild International,3.5,2015,PART D
H6972,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,2015,PART D
H8091,Local CCP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3,2015,PART D
H8130,Local CCP,"MOLINA HEALTHCARE OF FLORIDA, INC.",Molina Healthcare of Florida,"Molina Healthcare, Inc.,",3,2015,PART D
H9285,Local CCP,"ATLANTIS HEALTH PLAN, INC.",EASY CHOICE HEALTH PLAN OF NEW YORK,"America's 1st Choice NY Holdings, LLC",2.5,2015,PART D
H9525,Local CCP,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,2015,PART D
S0064,PDP,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT OF NY,Express Scripts Medicare,Express Scripts Holding Company,1.5,2015,PART D
S0655,PDP,TUFTS INSURANCE COMPANY,Tufts Health Plan Medicare Preferred,"Tufts Associated HMO, Inc.",4.5,2015,PART D
S1030,PDP,"BCBS ALABAMA, BCBS TENNESSEE",BlueRx (PDP),BCBS OF AL & BCBS OF TN,3.5,2015,PART D
S1140,PDP,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,HealthNow New York Inc.,3,2015,PART D
S1822,PDP,"HEALTHPARTNERS, INC.",HealthPartners National PDP,"HealthPartners, Inc.",5,2015,PART D
S2468,PDP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,4,2015,PART D
S2505,PDP,"WINDSOR HEALTH PLAN, INC.",WellCare,"WellCare Health Plans, Inc.",3,2015,PART D
S2874,PDP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,3,2015,PART D
S2893,PDP,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT,Blue MedicareRx,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,4.5,2015,PART D
S3440,PDP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare Rx,Henry Ford Health System,3,2015,PART D
S3474,PDP,HEARTLAND FIDELITY INSURANCE COMPANY,Precise RxCare,Heartland Fidelity Insurance Company,2,2015,PART D
S3521,PDP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4.5,2015,PART D
S4219,PDP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medicare Prescription Plan,Health Alliance Medical Plans,4,2015,PART D
S4802,PDP,STERLING LIFE INSURANCE COMPANY,WellCare,"WellCare Health Plans, Inc.",4,2015,PART D
S5540,PDP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,4,2015,PART D
S5552,PDP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,3.5,2015,PART D
S5569,PDP,CAMBRIDGE LIFE INSURANCE COMPANY,First Health Part D,Aetna Inc.,3.5,2015,PART D
S5580,PDP,FIRST UNITED AMERICAN LIFE INSURANCE COMPANY,First United American Life Insurance Company,Torchmark Corporation,2.5,2015,PART D
S5584,PDP,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,4.5,2015,PART D
S5593,PDP,HM HEALTH INSURANCE COMPANY,HM Health Insurance Company,Highmark Health,3.5,2015,PART D
S5596,PDP,"ANTHEM INSURANCE COMPANIES, INC.",Blue MedicareRx,"WellPoint, Inc.",3.5,2015,PART D
S5601,PDP,SILVERSCRIPT INSURANCE COMPANY,SilverScript,CVS Caremark Corporation,3.5,2015,PART D
S5609,PDP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",3.5,2015,PART D
S5617,PDP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring Rx,CIGNA,3.5,2015,PART D
S5660,PDP,MEDCO CONTAINMENT LIFE INSURANCE COMPANY,Express Scripts Medicare,Express Scripts Holding Company,4,2015,PART D
S5674,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,Aetna Inc.,4,2015,PART D
S5715,PDP,HCSC INSURANCE SERVICES COMPANY,"HISC - Blue Cross Blue Shield of IL, NM, OK, TX",Health Care Service Corporation,4.5,2015,PART D
S5726,PDP,BLUE CROSS AND BLUE SHIELD OF KANSAS,Blue MedicareRx,Blue Cross Blue Shield of Kansas,4.5,2015,PART D
S5743,PDP,"WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY",MedicareBlue Rx,"BCBS MN, MT, NE, ND, WY, Wellmark IA and SD",5,2015,PART D
S5753,PDP,WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION,WPS Health Insurance,Wisconsin Physicians Service Ins Corporation.,5,2015,PART D
S5755,PDP,UNITED AMERICAN INSURANCE COMPANY,United American Insurance Company,Torchmark Corporation,3.5,2015,PART D
S5768,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,Aetna Inc.,3.5,2015,PART D
S5795,PDP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3.5,2015,PART D
S5805,PDP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2015,PART D
S5810,PDP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,3.5,2015,PART D
S5820,PDP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,2015,PART D
S5877,PDP,EDUCATORS MUTUAL INSURANCE ASSOCIATION,EMI Health,Educators Mutual Insurance Association,4.5,2015,PART D
S5884,PDP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,2015,PART D
S5904,PDP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Guidewell Mutual Holding Corporation,3.5,2015,PART D
S5916,PDP,REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH,Regence BlueShield of Idaho and Regence BC BS Utah,"Cambia Health Solutions, Inc.",3.5,2015,PART D
S5921,PDP,UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY,UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,2015,PART D
S5953,PDP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),3.5,2015,PART D
S5960,PDP,UNICARE LIFE & HEALTH INSURANCE COMPANY,UniCare,"WellPoint, Inc.",3,2015,PART D
S5966,PDP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PDP,"EmblemHealth, Inc.",4,2015,PART D
S5967,PDP,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,"WellCare Health Plans, Inc.",3.5,2015,PART D
S5975,PDP,"MODA HEALTH PLAN, INC.","MODA HEALTH PLAN, INC.","Health Services Group, Inc.",4.5,2015,PART D
S5983,PDP,MEDCO CONTAINMENT INSURANCE COMPANY OF NEW YORK,Express Scripts Medicare,Express Scripts Holding Company,3.5,2015,PART D
S5993,PDP,"HORIZON HEALTHCARE SERVICES, INC.",Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",4,2015,PART D
S6506,PDP,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross and Blue Shield of Arizona,Blue Cross Blue Shield of Arizona,3,2015,PART D
S6875,PDP,QCC INSURANCE COMPANY,Select Option,Independence Blue Cross,4,2015,PART D
S7694,PDP,ENVISION INSURANCE COMPANY,EnvisionRx Plus,"Envision Topco Holdings, LLC",3.5,2015,PART D
S7950,PDP,EXPRESS SCRIPTS INSURANCE CO.,Express Scripts Medicare,Express Scripts Holding Company,4.5,2015,PART D
S8067,PDP,AVALON INSURANCE COMPANY,Avalon Insurance Company,Capital BlueCross,2.5,2015,PART D
S8841,PDP,"CATAMARAN INSURANCE OF OHIO, INC.","Catamaran Insurance of Ohio, Inc.",Catamaran Corporation,4,2015,PART D
S9579,PDP,STONEBRIDGE LIFE INSURANCE COMPANY,Stonebridge Life Insurance Company,Aegon N.V.,4,2015,PART D
E0654,Employer/Union Only Direct Contract PDP,IBT VOLUNTARY EMPLOYEE BENEFITS TRUST,TEAMStar Medicare Part D Prescription Drug Program,IBT Voluntary Employee Benefits Trust,3.5,2016,PART D
E2630,Employer/Union Only Direct Contract PDP,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,C and O Employees Hospital Association,C & O Employees' Hospital Association,4.5,2016,PART D
E3014,Employer/Union Only Direct Contract PDP,PSERS HOP PROGRAM,Pennsylvania Public School Employees Retirement Sy,Commonwealth of PA Pub Schools Retirement System,4.5,2016,PART D
E4744,Employer/Union Only Direct Contract PDP,MODOT/MSHP MEDICAL AND LIFE INSURANCE PLAN,MISSOURI DEPARTMENT OF TRANSPORTATION,Missouri Highways and Transportation Commission,4,2016,PART D
E7316,Employer/Union Only Direct Contract PDP,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,Union Pacific Railroad  Employes Health Systems,Union Pacific Railroad Employes Health Systems,3,2016,PART D
H0141,Local CCP,"MCLAREN HEALTH PLAN, INC.",McLaren Advantage,McLaren Health Care Corporation,3.5,2016,PART D
H0435,Local CCP,"GLOBALHEALTH, INC.",GLOBALHEALTH MEDICARE,"Kinderhook Capital Fund III, L.P.",3.5,2016,PART D
H0439,Local CCP,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna-HealthSpring,CIGNA,3.5,2016,PART D
H1291,PFFS,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,4.5,2016,PART D
H1997,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",5,2016,PART D
H2034,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",3.5,2016,PART D
H2161,Local CCP,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan,"DLP Marquette General Hospital, LLC",3.5,2016,PART D
H2417,Local CCP,ITASCA MEDICAL CARE,Itasca Medical Care/IMCare Classic,Itasca County Health & Human Services,4,2016,PART D
H2563,Local CCP,OPTIMA HEALTH PLAN,Optima Medicare,Sentara Health Care (SHC),4,2016,PART D
H2676,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,2016,PART D
H2758,Local CCP,"BEHEALTHY FLORIDA, INC.",Florida Blue Preferred HMO,Guidewell Mutual Holding Corporation,4.5,2016,PART D
H2773,Local CCP,"QUALITY HEALTH PLANS OF NEW YORK, INC.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",4,2016,PART D
H2879,Local CCP,MOLINA HEALTHCARE OF WISCONSIN,Molina Healthcare of Wisconsin,"Molina Healthcare, Inc.,",4.5,2016,PART D
H3071,Local CCP,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","Community Care Alliance of Illinois, NFP",Family Health Network,3,2016,PART D
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",5,2016,PART D
H3708,Local CCP,"OKLAHOMA SUPERIOR SELECT, INC.",Tribute Health Plan of Oklahoma,"Healthcare Investors, LLC",2.5,2016,PART D
H3928,Local CCP,"AETNA HEALTH, INC.",Coventry Health Care,Aetna Inc.,3.5,2016,PART D
H3945,Local CCP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring,CIGNA,3,2016,PART D
H3979,Local CCP,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Blue Cross Blue Shield of OK,Health Care Service Corporation,4,2016,PART D
H4145,Local CCP,"HUMANA REGIONAL HEALTH PLAN, INC.","Humana Regional Health Plan, Inc.",Humana Inc.,3.5,2016,PART D
H4738,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",3,2016,PART D
H5190,Local CCP,"SUNSHINE STATE HEALTH PLAN, INC.",Sunshine Health,Centene Corporation,3.5,2016,PART D
H5207,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",3.5,2016,PART D
H5703,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,3.5,2016,PART D
H5779,Local CCP,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",3,2016,PART D
H5786,Local CCP,"MERIDIAN HEALTH PLAN OF IOWA, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",3.5,2016,PART D
H5854,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4.5,2016,PART D
H5989,Local CCP,"CENTERLIGHT HEALTHCARE, INC.",CenterLight Healthcare,"CenterLight Health System, Inc.",4,2016,PART D
H6786,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4.5,2016,PART D
H6859,Local CCP,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC.","Humana Medical Plan of Pennsylvania, Inc.",Humana Inc.,4,2016,PART D
H8064,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",5,2016,PART D
H8146,Local CCP,"SECURITYCARE OF TENNESSEE, INC.",BlueChoice Tennessee,BlueCross BlueShield of Tennessee,3,2016,PART D
H8237,Local CCP,INSURANCE COMPANY OF SCOTT AND WHITE,Vital Traditions,Baylor Scott & White Holdings,2.5,2016,PART D
